u01	0.29570043087005615		closed cost $924 and
u02	0.3501245975494385		
u03	0.2722494304180145		
u04	0.4493839144706726		hel
u05	0.2840307354927063		
u06	0.5053327679634094		
u07	0.471896231174469		mark
u08	0.41924530267715454		emulator login
u09	0.559096097946167		Cora what's the RT
u10	0.3858209252357483		cold start is under 4 seconds now
u11	0.5839408040046692		Mesa love this under task 924 please
u12	0.7259500622749329		
u13	0.5839328765869141		I keep mixing those two up
u14	0.6456444263458252		
u15	1.0010735988616943		
u16	0.8112745881080627		honey else is fine now
u17	0.6859986782073975		
u18	0.960172176361084		
u19	0.5117150545120239		is
u20	0.6377847194671631		Helios that keep tripping up the recognizer and honestly I'm not sure which one is worse at this point
u21	0.666336715221405		
u22	0.6735494136810303		mark
u23	1.000653624534607		
u24	0.6903723478317261		okay quick one is the demon even
u25	0.56568443775177		which is kind of funny actually because they are nowhere near the same word
u26	0.5713928937911987		wrong project
u27	0.8698232173919678		
u28	1.0077061653137207		it is empty nothing to transcribe
u29	0.7033357620239258		
u30	0.5250431299209595		from yesterday's TR
u31	0.6344693899154663		is the demon of Icon tell from here check
u32	0.6304844617843628		the
u33	0.6088261008262634		
u34	0.6835892796516418		
u35	0.9803725481033325		
u36	0.8016214370727539		
u37	0.699633777141571		
u38	0.6980568170547485		
u39	0.7012906074523926		ours
u40	0.7153850197792053		
